created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url;sentiment
Mon Aug 28 23:29:59 +0000 2023;1,70E+18;@Miduk17 @kimi198021 @aniesbaswedan Maksa amat ..mrk yg ngerjakan ,  semua bisa terintegrasi transportasi di jakarta ya pak anies yg ngerjakan ...  5 tahun pak anies yg menyelesaikan ..  gak usah maksa maksa  mengakui hasil kerja org lain ... jgn pengen ketawa gue;0;0;0;0;in;1,27E+18;1,70E+18;JujurRindu;https://twitter.com/JujurRindu/status/1696304150617997790;1
Mon Aug 28 23:29:40 +0000 2023;1,70E+18;@Miduk17 @kimi198021 @aniesbaswedan Ong Abas mau di gandeng bos Lo...ah TOLOL;0;0;0;0;in;1,54E+18;1,70E+18;yudiiw1;https://twitter.com/yudiiw1/status/1696304067340099852;0
Mon Aug 28 23:28:30 +0000 2023;1,70E+18;Kalau nanti @aniesbaswedan kalah, makin GILA lah para Kadrunista United ini..  Ga lama kemudian para kecoa kecoa ini akan Demo di Monas sambil teriak Dizholimi, Kafir, Dajjal, Oligarki, Rezim, PKI, Penistaan  Udah ketahuan polanya  #KoalisiPerluBahan  #KoalisiPerluBahan   ????;0;1;2;3;in;1,02E+18;1,70E+18;Partai_Slebew;https://twitter.com/Partai_Slebew/status/1696303776297021782;0
Mon Aug 28 23:27:27 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Mdh lebih pandai Anies drpd dirimu;0;0;0;0;in;7,21E+17;1,70E+18;magabathanga04;https://twitter.com/magabathanga04/status/1696303512257188077;1
Mon Aug 28 23:26:23 +0000 2023;1,70E+18;@setiyo_welly @bianca01403 @aniesbaswedan Anis nangis. Kmrn abis ketemu SBY ditanya wartawan anis menjawab dgn mimik muka kliatan tidak nyaman. Galau dia;0;0;0;1;in;8,30E+17;1,70E+18;ellenhans65;https://twitter.com/ellenhans65/status/1696303241724633489;0
Mon Aug 28 23:27:05 +0000 2023;1,70E+18;@yaniarsim @aniesbaswedan @prabowo @ganjarpranowo Bawaslu kerjanya ngapain aja,  pejabat negara ikut kampanye. Dulu waktu Anies masih menjabat nyinyir banget;0;0;0;1;in;9,17E+17;1,70E+18;kenn_maizz;https://twitter.com/kenn_maizz/status/1696303417092702229;1
Mon Aug 28 23:26:16 +0000 2023;1,70E+18;@mzpuddingg @MT93990025 @VIVAcoid @aniesbaswedan Atau sujud sukur dulu ??????;0;0;0;0;in;372085176;1,70E+18;effan_chriss;https://twitter.com/effan_chriss/status/1696303211827568770;1
Mon Aug 28 23:25:58 +0000 2023;1,70E+18;@mzpuddingg @MT93990025 @VIVAcoid @aniesbaswedan Biasanya sih demo2 dulu .. wkkwkwkwk;0;0;0;0;in;372085176;1,70E+18;effan_chriss;https://twitter.com/effan_chriss/status/1696303139773640989;0
Mon Aug 28 23:24:51 +0000 2023;1,70E+18;@Dennysiregar7 @Gerindra Gerbong 212 sudah berpindah ke pak @aniesbaswedan ..catat!;0;2;0;8;in;9,68E+17;1,70E+18;fyasof83;https://twitter.com/fyasof83/status/1696302856754573490;1
Mon Aug 28 23:24:08 +0000 2023;1,70E+18; Kalau nanti @aniesbaswedan Kalah, makin GILA lah para Kadrunista United ini.   Ga lama kemudian para kecoa kecoa itu akan Demo di Monas sambil teriak dizholimi, kafir, dajjal, oligarki, rezim, PKI, penistaan..  Udah ketahuan pola nya ????;0;1;3;19;in;1,02E+18;1,70E+18;Partai_Slebew;https://twitter.com/Partai_Slebew/status/1696302676948988016;0
Mon Aug 28 23:23:48 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Terimakasih udah menunjukkan prasangka anda terhadap satu detik kemungkinan salahnya pak anies.. dan sharing gagasan pak anies di menit yang lainnya.. ??  mngkin deepdown emang mau nyebarin gagsan2 pk anies untuk bangsa ini, cuma gengsi atau gk boleh ama bosnya.. ??;0;0;0;1;in;8,04E+17;1,70E+18;syulillah;https://twitter.com/syulillah/status/1696302592744116297;1
Mon Aug 28 23:23:25 +0000 2023;1,70E+18;@BosPurwa @psi_id @Giring_Ganesha @aniesbaswedan suruh belajar ke bocil psi katanya... ????????  bukan bocil itumah.. bocol, bocah colay;0;0;0;0;in;1,18E+18;1,70E+18;gilangnaveed;https://twitter.com/gilangnaveed/status/1696302497852239906;0
Mon Aug 28 23:19:48 +0000 2023;1,70E+18;Ya betul Anies Baswedan atau Wan Abud yang sekarang diberi amanah imam Mahdi yang berjimat Rambut dari surga itu sangat sakti. Terbukti tebang pohon tak ketahuan, Kelebihan Bayar tak terendus, bisa merubah nama jalan, merubah banjir menjadi taman parkir air.  Sakti Kan ???;0;0;0;0;in;1,60E+18;1,70E+18;ojo_dumeh123;https://twitter.com/ojo_dumeh123/status/1696301584643170566;0
Mon Aug 28 23:17:49 +0000 2023;1,70E+18;@LANGKAHANIES @aniesbaswedan Gass lah yang keliatan leader nya anies doang kayak nya;0;0;0;0;in;1,23E+18;1,70E+18;AddeRudde;https://twitter.com/AddeRudde/status/1696301085286105264;1
Mon Aug 28 23:17:01 +0000 2023;1,70E+18;@loyalisgaruda @xaveroz85325 @Uki23 @aniesbaswedan Dijawab dulu aja kalo bisa,drpd malah balik nanya sambil ngegas ??, BPJS harus nyiapin alat kesehatan gak brarti?;0;1;0;0;in;1,55E+18;1,70E+18;satpambandara;https://twitter.com/satpambandara/status/1696300885456945246;0
Mon Aug 28 23:13:48 +0000 2023;1,70E+18;@Kentir_suloyo @MichelAdam7__ @aniesbaswedan Tp ada satu nih ganjar unggul tp narasinya ga pantas jd presiden 2024....ha ha ha https://t.co/SFaj6HKj1J;0;0;0;0;in;1,62E+18;1,70E+18;ElizarIrnold;https://twitter.com/ElizarIrnold/status/1696300076983832913;0
Mon Aug 28 23:12:53 +0000 2023;1,70E+18;@Kentir_suloyo @MichelAdam7__ @aniesbaswedan Dan ini lagi https://t.co/tbQe8DgbLH;0;0;0;0;in;1,62E+18;1,70E+18;ElizarIrnold;https://twitter.com/ElizarIrnold/status/1696299846175490072;1
Mon Aug 28 23:12:42 +0000 2023;1,70E+18;"@Gede_86 @ganjarpranowo Semoga Allah SWT memberikan yang terbaik Anies Baswedan"" untuk Indonesia CAPRES 2024 ??""";0;0;0;0;in;1,23E+18;1,70E+18;ShofwatE;https://twitter.com/ShofwatE/status/1696299797374746781;1
Mon Aug 28 23:12:06 +0000 2023;1,70E+18;@Kentir_suloyo @MichelAdam7__ @aniesbaswedan Baca bong https://t.co/4HDCTnzxur;0;0;0;0;in;1,62E+18;1,70E+18;ElizarIrnold;https://twitter.com/ElizarIrnold/status/1696299648204394520;0
Mon Aug 28 23:11:17 +0000 2023;1,70E+18;@Kentir_suloyo @MichelAdam7__ @aniesbaswedan Ini lagi, ini semua beda2 caption dan narasi polling ttp pak Anies unggul jauh.. https://t.co/MY8aKWoUgs;0;0;0;0;in;1,62E+18;1,70E+18;ElizarIrnold;https://twitter.com/ElizarIrnold/status/1696299442033344590;1
Mon Aug 28 23:11:03 +0000 2023;1,70E+18;Kita semua ingin kesetaraan dan keadilan termasuk rakyat Indonesia berkebutuhan khusus. Jika Presiden, @aniesbaswedan akan mewujudkannya. Insyaa Allah #2024AniesPresiden !    #BeritaBaikAniesBaswedanUntukIndonesia #Pilpres2024AniesMenang #PradaNusantara #2024AniesPresiden https://t.co/BVvjTR1LO0;0;0;1;11;in;1,51E+18;1,70E+18;NyataNyataKerja;https://twitter.com/NyataNyataKerja/status/1696299383539577290;1
Mon Aug 28 23:10:41 +0000 2023;1,70E+18;@setiyo_welly @bianca01403 @aniesbaswedan Modar PDIP;0;1;0;0;in;1,55E+18;1,70E+18;Kayakuwek2;https://twitter.com/Kayakuwek2/status/1696299289767510178;0
Mon Aug 28 23:10:21 +0000 2023;1,70E+18;@Suprio1Abdullah @BosPurwa @prabowo @aniesbaswedan Nambah ya.....selain senyum, tetap usaha meluruskan/jelaskn atas fitnh2. setelah menjelaskan/meluruskan tdk prlu brbalas twit, mrk mau terima Alhamdulillah tdk jg tdk apa2, santuy saja.;0;0;0;1;in;1,57E+18;1,69E+18;bungr_herman18;https://twitter.com/bungr_herman18/status/1696299205747253529;1
Mon Aug 28 23:09:36 +0000 2023;1,70E+18;Sapa takut...?! @aniesbaswedan Presiden RI 2024...;0;0;0;0;in;84198576;1,70E+18;AdhizBuana;https://twitter.com/AdhizBuana/status/1696299018500940183;1
Mon Aug 28 23:09:14 +0000 2023;1,70E+18;@naaooollll @aniesbaswedan Sangat tepat ??????;0;0;0;0;in;1,42E+18;1,70E+18;soleh_cahyono;https://twitter.com/soleh_cahyono/status/1696298928306597995;1
Mon Aug 28 23:09:14 +0000 2023;1,70E+18;@Kentir_suloyo @MichelAdam7__ @aniesbaswedan Tuh lihat https://t.co/xcwyHSF6pn;0;0;0;0;in;1,62E+18;1,70E+18;ElizarIrnold;https://twitter.com/ElizarIrnold/status/1696298925764845612;1
Mon Aug 28 23:07:59 +0000 2023;1,70E+18;@Kentir_suloyo @MichelAdam7__ @aniesbaswedan Itukan kt lu, cb lu liat polling2ini, satupun ga ada ganjar unggul https://t.co/qnL0FJjtoB;0;0;0;0;in;1,62E+18;1,70E+18;ElizarIrnold;https://twitter.com/ElizarIrnold/status/1696298614199357573;1
Mon Aug 28 23:07:23 +0000 2023;1,70E+18;@Farrel1510 @Uki23 @aniesbaswedan @psi_id @Giring_Ganesha Si Uki ga akan bisa jawab dan ga akan dijawab PSI MENANG BPJS GRATIS itu hanya rayuan pulau kelapa yang terlihat indah tapi bikin rakyat NYUNGSEP. GW tunggu jawaban si Uki mulai detik ini....;0;0;0;2;in;1,60E+18;1,70E+18;MohamadMaskur8;https://twitter.com/MohamadMaskur8/status/1696298461744758951;0
Mon Aug 28 23:06:42 +0000 2023;1,70E+18;@naaooollll @aniesbaswedan ready to be next President yg gak sekedar kopi-kopi?an https://t.co/5VyM18BSwF;0;0;1;3;in;1,60E+18;1,70E+18;FitraYouse;https://twitter.com/FitraYouse/status/1696298290382299141;1
Mon Aug 28 23:06:35 +0000 2023;1,70E+18;@HidayatNatari AYO MENANGKAN ANIES BASWEDAN PRESIDEN INDONESIA AAAAMIIIIN;0;0;0;2;in;3304078597;1,70E+18;Arofani_Hatifa;https://twitter.com/Arofani_Hatifa/status/1696298260527251887;1
Mon Aug 28 23:05:06 +0000 2023;1,70E+18;@ayomaju789 @Uki23 @aniesbaswedan Hahahha...buat kereta kesayangan saya ngga akan pakai APBN....saya cuma pake duit rakyat...paham?;0;1;0;1;in;1,06E+18;1,70E+18;gundalaRI;https://twitter.com/gundalaRI/status/1696297886202335286;0
Mon Aug 28 23:03:31 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan iyahh lu pinter ?????? karya lu apa ki?;0;0;0;0;in;1,66E+18;1,70E+18;harvendhe233097;https://twitter.com/harvendhe233097/status/1696297488704000179;1
Mon Aug 28 23:03:28 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan @psi_id Hay bodat jangan kau potong itu videonya .Buat u tuh . jadi bikin fitnah . Atau memang sengaja lau potong Bodat;0;0;0;0;in;1,69E+18;1,70E+18;haidar_arash68;https://twitter.com/haidar_arash68/status/1696297477463248946;1
Mon Aug 28 23:03:20 +0000 2023;1,70E+18;"@Uki23 @aniesbaswedan ga malu"" orng lu repost vidio potongan gajelas gitu ga malu, minimal sbelum kritik ye nnton dulu fullnya""";0;0;0;1;in;1,15E+18;1,70E+18;AzraHasbie;https://twitter.com/AzraHasbie/status/1696297443556466948;1
Mon Aug 28 23:02:38 +0000 2023;1,70E+18;@irhamnapermana @Uki23 @aniesbaswedan @psi_id Kalau sekolah gratis sampai SD sampai SMA percaya nggak?;0;1;0;1;in;883700299;1,70E+18;DenDennis123;https://twitter.com/DenDennis123/status/1696297264891711773;1
Mon Aug 28 23:02:24 +0000 2023;1,70E+18;@Tan_Mar3M kali ini saya setuju...pilih Anies Baswedan RI 1 2024;0;1;0;0;in;1,55E+18;1,70E+18;Agusmansyah76;https://twitter.com/Agusmansyah76/status/1696297205429158319;1
Mon Aug 28 23:01:58 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Bapak tau obligasi ga?;0;0;0;0;in;1,23E+18;1,70E+18;Pekajaman1;https://twitter.com/Pekajaman1/status/1696297098583380278;1
Mon Aug 28 23:01:39 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Apa bedanya sih sama yg pernah tanda tangan tp gatau isi nya apa yg ditandatangani..?? Jd figur pemimpin sperti apa yg diharapkan toh semua calon punya kekurangannya masing2??????;0;0;0;0;in;1,35E+18;1,70E+18;MolenDomba;https://twitter.com/MolenDomba/status/1696297018698727858;0
Mon Aug 28 23:01:09 +0000 2023;1,70E+18;@loyalisgaruda @cloudvanguard1 @xaveroz85325 @Uki23 @aniesbaswedan Sekolahnya gak sampai situ mas, jadi gak faham dia.;0;1;0;0;in;1,27E+18;1,70E+18;SahalaSimbolon4;https://twitter.com/SahalaSimbolon4/status/1696296892936622416;0
Mon Aug 28 23:00:51 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Makanya jangan paksa diri untuk memahami jawaban Pak Anies. Kamu gak akan mampu, Bong. Sekolahmu tinggi, bukan jaminan mampu berpikir, krn hatimu kotor....;0;0;0;0;in;1,64E+18;1,70E+18;TotoRah25194686;https://twitter.com/TotoRah25194686/status/1696296817279840423;0
Mon Aug 28 23:00:43 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Iya duit negara mendingan di belikan alat kesehatan dari d garong maling korup ki,, Hukuman di diskon lagi,,,;0;0;0;0;in;1,36E+18;1,70E+18;Heindrahayyun1;https://twitter.com/Heindrahayyun1/status/1696296782819389704;0
Mon Aug 28 23:00:34 +0000 2023;1,70E+18;Video buat pak Anies @aniesbaswedan  Simak videonya sampai habis. Cukup senyum jangan ketawa??  Gempa Tidur Kenceng Bali Jogja Kerasa Aceh Kebangun gara2 Senin Malang Lombok seventeen LRT Jabodebek Gede #TimnasDay https://t.co/8oaPQp4NsB;0;0;0;0;in;54549619;1,70E+18;Reivolusi;https://twitter.com/Reivolusi/status/1696296746786132340;1
Mon Aug 28 22:58:20 +0000 2023;1,70E+18;@tempodotco DGN TDK MEMILIH ANIES BASWEDAN = SDH MENYELAMATKAN INDONESIA #NOANIES #NOPKS;0;0;0;0;in;1,59E+18;1,70E+18;raw1075;https://twitter.com/raw1075/status/1696296183612747813;0
Mon Aug 28 22:57:20 +0000 2023;1,70E+18;Emang K. E. R. E. N neh @aniesbaswedan sudah bisa memPILDUNkan Jakarta...! Apa kabar yang CAWE2 JIS waktu itu yak...?!;0;0;0;0;in;84198576;1,70E+18;AdhizBuana;https://twitter.com/AdhizBuana/status/1696295932772360594;0
Mon Aug 28 22:57:04 +0000 2023;1,70E+18;@ekowboy2 Harga mati untuk anies baswedan !!;0;0;0;0;in;561805389;1,70E+18;BaunkKandilo;https://twitter.com/BaunkKandilo/status/1696295866825388496;1
Mon Aug 28 22:56:20 +0000 2023;1,70E+18;@Miduk17 @kimi198021 @aniesbaswedan Bajitol lu,duk..;0;0;0;0;in;1,26E+18;1,70E+18;Al_lHafidz29;https://twitter.com/Al_lHafidz29/status/1696295682410193324;0
Mon Aug 28 22:55:17 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan @psi_id Kl bocil ttp lah bocil..wkwkwk;0;0;0;0;in;1,52E+18;1,70E+18;ahmadparamah;https://twitter.com/ahmadparamah/status/1696295415904084467;0
Mon Aug 28 22:54:35 +0000 2023;1,70E+18;Mantap @FISIP_UI @BEMFISIPUI @BEMUI_Official  Uji publik terhadap Bpk @aniesbaswedan https://t.co/HUsgEbtuGL;0;0;17;61;in;715696111;1,70E+18;bos_sir;https://twitter.com/bos_sir/status/1696295239365894266;1
Mon Aug 28 22:54:03 +0000 2023;1,70E+18;@xaveroz85325 @Uki23 @aniesbaswedan Ayo dong @uki23 dikomenin...;0;0;0;0;in;3523957633;1,70E+18;gabrobasal;https://twitter.com/gabrobasal/status/1696295105961787856;1
Mon Aug 28 22:53:56 +0000 2023;1,70E+18;@yaniarsim @aniesbaswedan @prabowo @ganjarpranowo Whuahahahah mimpiiiii kalo mereka berdua berani;0;0;0;1;in;542565359;1,70E+18;mathsoul1;https://twitter.com/mathsoul1/status/1696295074538156294;1
Mon Aug 28 22:52:36 +0000 2023;1,70E+18;@Duren___ @bahri_ocean @aniesbaswedan @marlina_idha @musniumar @tatakujiyati @ekowboy2 Kebiasaan??;0;0;0;1;in;1,66E+18;1,70E+18;kleponijo99;https://twitter.com/kleponijo99/status/1696294739815882960;1
Mon Aug 28 22:51:55 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Lebih baik bayar BPJS daripada PSI menang kalau iainya cuma model gini orangnya hanya kebencian swmata;0;0;0;0;in;236115654;1,70E+18;ngapak_asli;https://twitter.com/ngapak_asli/status/1696294567807484277;1
Mon Aug 28 22:51:12 +0000 2023;1,70E+18;Presiden dan Wakil Presiden 2024 @aniesbaswedan @AgusYudhoyono;0;0;0;0;in;84198576;1,70E+18;AdhizBuana;https://twitter.com/AdhizBuana/status/1696294390493298747;1
Mon Aug 28 22:47:25 +0000 2023;1,70E+18;@andi_afnitri @Uki23 @aniesbaswedan Gampang... Pajak lu dinaikin 100%. Gratis dah tu. Mau pajak lu dinaikin?;0;0;0;0;in;726548773;1,70E+18;majorcraftjoe;https://twitter.com/majorcraftjoe/status/1696293436364664905;0
Mon Aug 28 22:46:40 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Buzzer skrg lebih ngeselin soalnya ngaku2 org pinter dan berpendidikan, kalo dulu kan cuma akun yg biasa dipake nyari cwe sama ngebokep ??;0;0;0;0;in;1,54E+18;1,70E+18;iyaiyahahaa;https://twitter.com/iyaiyahahaa/status/1696293246148718770;0
Mon Aug 28 22:46:30 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan @psi_id kalo @jokowi yang ditanya paling langsung dilempar ke Luhut untuk segera diganti dgn mobil listrik, ato ke menteri laen.;0;0;0;0;in;1,26E+18;1,70E+18;D1t07;https://twitter.com/D1t07/status/1696293206336373144;1
Mon Aug 28 22:46:07 +0000 2023;1,70E+18;"@EviDrajat @alextham878 Kacian si @aniesbaswedan sdh capek bersilat lidah smpek mirip lidah ular, tetap sj di urutan g jelas ??????  Habis subuh enaknya minum jamu ??""";0;1;0;1;in;1,60E+18;1,70E+18;alqodrifaqih;https://twitter.com/alqodrifaqih/status/1696293109758345291;0
Mon Aug 28 22:46:00 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Loe itu gk nyampe cara berpikirnya ??;0;0;0;0;in;3007869307;1,70E+18;joejuve1987;https://twitter.com/joejuve1987/status/1696293079580287133;1
Mon Aug 28 22:44:46 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan @psi_id Kalau hati sudah dengki ilmupun dikangkangi sendiri tanpa utuh tapi potobg video;0;0;0;0;in;236115654;1,70E+18;ngapak_asli;https://twitter.com/ngapak_asli/status/1696292767817707872;1
Mon Aug 28 22:44:27 +0000 2023;1,70E+18;Apa tanggapan pak capres @prabowo @ganjarpranowo @aniesbaswedan ini bukan masalah kecil kan pak?  https://t.co/YUCtTeBXWj;0;0;0;0;in;1,03E+18;1,70E+18;sulthan_myus;https://twitter.com/sulthan_myus/status/1696292687849169118;1
Mon Aug 28 22:44:25 +0000 2023;1,70E+18;@HidayatNatari EWAKOOO,,.. REWAKOOO.,.. CELEBES BERGERAK,..!!! buat pak @aniesbaswedan;0;1;0;1;in;542565359;1,70E+18;mathsoul1;https://twitter.com/mathsoul1/status/1696292682736234991;1
Mon Aug 28 22:43:40 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Psi menang BPJS GRATIS???;0;0;0;0;in;235822635;1,70E+18;dimasaditss;https://twitter.com/dimasaditss/status/1696292494487568894;1
Mon Aug 28 22:42:56 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Tepuk tangan atas kuliah yg penuh teori-teori, pernyataan, untaian kata dan rangkaian kalimat. Tanpa kenyataan, dan jejak digital yg tdk bisa terhapus....omdo...omdo....;0;0;0;0;in;1,20E+18;1,70E+18;DodotWachyudi;https://twitter.com/DodotWachyudi/status/1696292307627032757;1
Mon Aug 28 22:41:09 +0000 2023;1,70E+18;@LANGKAHANIES @aniesbaswedan ??Pohon pandan tumbuh di Telaga Kahuripan.. ??Anies Baswedan calon pemimpin masa depan.. ??Anies Baswedan calon presiden yg siap utk melakukan perubahan.. ??Karena beliau punya prestasi &amp  reputasi..punya kapasitas, intelektualitas, integritas &amp  kapabilitas..;0;0;0;2;in;1,68E+18;1,70E+18;MuhammadTa6693;https://twitter.com/MuhammadTa6693/status/1696291859692216717;1
Mon Aug 28 22:40:52 +0000 2023;1,70E+18;??Pohon pandan tumbuh di Telaga Kahuripan.. ??Anies Baswedan calon pemimpin masa depan.. ??Anies Baswedan calon presiden yg siap utk melakukan perubahan.. ??Karena beliau punya prestasi &amp  reputasi..punya kapasitas, intelektualitas, integritas &amp  kapabilitas..;0;0;0;0;in;1,68E+18;1,70E+18;MuhammadTa6693;https://twitter.com/MuhammadTa6693/status/1696291789777375546;1
Mon Aug 28 22:40:27 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Anies semakin diserang  semakin berpeluang menang , semakin di caci  semakin membuat simpati , semua akan Anies pd waktunya;0;0;0;0;in;1,42E+18;1,70E+18;sekretarisPD;https://twitter.com/sekretarisPD/status/1696291681727901858;1
Mon Aug 28 22:38:36 +0000 2023;1,70E+18;Jadi ingat debat Ahok dengan Anies Baswedan saat Pilkada DKI 2017 soal penyediaan rumah DP 0 % itu.. Ahok membuat hitung2an terus bertanya Uangnya darimana..???  Anies : Yang penting keberpihakan aturan akan dibuat untuk mendapatkan uangnya..  Faktanya Rumah DP 0 % itu GAGAL..!!;0;0;0;0;in;1,55E+18;1,70E+18;sinagano2;https://twitter.com/sinagano2/status/1696291216311120223;0
Mon Aug 28 22:38:27 +0000 2023;1,70E+18;@Miduk17 @aniesbaswedan Kau dimaki pun gk insac fitnah sana sini apa lgi cuma dblas dengan kata2 yg baik;0;0;0;0;in;1,35E+18;1,70E+18;Puguhwahyu16;https://twitter.com/Puguhwahyu16/status/1696291181771030870;1
Mon Aug 28 22:37:57 +0000 2023;1,70E+18;@RagilSemar Pertama  SDM PJ Gubernurnya di bawah rata rata,  Di suruh ngurus Ibu Kota dg masalah yg Kompleks, ya keteteran..  Kedua, Dia hanya boneka, Anggaran di tarik kepusat dia selalu menuruti, Tak mampu beragumentasi  #RadaRadaBloon  @DKIJakarta  @aniesbaswedan   https://t.co/EYd7Yblz45;0;0;0;2;in;2408810690;1,70E+18;TheUncleDee;https://twitter.com/TheUncleDee/status/1696291055715434667;0
Mon Aug 28 22:37:57 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Mana sampai otak uki ke situ, beda jauh dengan Anies;0;0;0;0;in;1,12E+18;1,70E+18;Syahrull_021;https://twitter.com/Syahrull_021/status/1696291055262454161;1
Mon Aug 28 22:37:50 +0000 2023;1,70E+18;@aniesbaswedan Bukannya 2017 anda menang karena kampanye sara? Bukannya anda pernah bilang saatnya pribumi menang di negeri sendiri?????? Kalau di past anda yang melakukan, bagaimana dengan Future mereka nanti?? #falselogic;0;0;0;0;in;1,61E+18;1,70E+18;ray_gamaliel;https://twitter.com/ray_gamaliel/status/1696291024795037941;0
Mon Aug 28 22:37:38 +0000 2023;1,70E+18;@yusuf_dumdum @Tan_Mar3M @Yurissa_Samosir @HelmiFelis_ @geloraco @realAmienRais @HukumDan @satriohendri @aniesbaswedan @SBYudhoyono @musniumar @Dennysiregar7 @tawajkt @AndiSinulingga @bachrum_achmadi @MuhiqR @alisyarief @msaid_didu @ReflyHZ @RamliRizal @Restty_cayah @Mdy_Asmara1701 @BuniYani @dennyindrayana @ajengcute16__ @rockygerung @Pak_JK @AgusYudhoyono @FaisalBasri @PDemokrat @democrazymedia @rahmasarita @Malika6027 @MichelAdam9191 Banyak mana sama pro Anies di Jateng?. https://t.co/aGF7KD3GRR;0;1;0;1;in;1,63E+18;1,66E+18;PutraPe24992947;https://twitter.com/PutraPe24992947/status/1696290975566401724;1
Mon Aug 28 22:37:22 +0000 2023;1,70E+18;Hasil kerja Pak @aniesbaswedan;0;0;0;1;in;1,12E+18;1,70E+18;Runi91866997;https://twitter.com/Runi91866997/status/1696290906578575803;1
Mon Aug 28 22:36:40 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Mklum ... setengah 2... https://t.co/xJJQj8wd1g;0;0;0;0;in;1,49E+18;1,70E+18;TediSuryana4;https://twitter.com/TediSuryana4/status/1696290730778517896;0
Mon Aug 28 22:34:49 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Kalo jawabannya gak bgtu..bukan Anis jawabannya...kalo gue yg jadi bapak yg nanya itu.. langsung gue balikin..pak .sy gak nanyain soal itu..ini yg sy tanyai. Soal tehnis di lapangan ??????;0;0;0;0;in;170177558;1,70E+18;handrisontea;https://twitter.com/handrisontea/status/1696290266582237231;0
Mon Aug 28 22:34:10 +0000 2023;1,70E+18;@Uki23 @aniesbaswedan Maklumlah si tukang ngibul ahli dongeng spesialis ngabisin anggaran tanpa hasil modus kelebihan bayar aman tentram damai tidak tersentuh hukum;0;0;0;0;in;1,11E+18;1,70E+18;kelempot;https://twitter.com/kelempot/status/1696290103398629738;0
Mon Aug 28 22:34:10 +0000 2023;1,70E+18;@Tan_Mar3M @AdianNapitupul1  ganjar dong bang? Banyak sekali foto sama jokowi 2. Prabowo bang 3. Anies baswedan ga ada foto baliho sama jokowi Siapa yg mau di pilih?;0;0;0;0;in;1,56E+18;1,70E+18;sinerimzulk86;https://twitter.com/sinerimzulk86/status/1696290101897163173;1
Mon Aug 28 22:33:34 +0000 2023;1,70E+18;@yusuf_dumdum @Tan_Mar3M @Yurissa_Samosir @HelmiFelis_ @geloraco @realAmienRais @HukumDan @satriohendri @aniesbaswedan @SBYudhoyono @musniumar @Dennysiregar7 @tawajkt @AndiSinulingga @bachrum_achmadi @MuhiqR @alisyarief @msaid_didu @ReflyHZ @RamliRizal @Restty_cayah @Mdy_Asmara1701 @BuniYani @dennyindrayana @ajengcute16__ @rockygerung @Pak_JK @AgusYudhoyono @FaisalBasri @PDemokrat @democrazymedia @rahmasarita @Malika6027 People Dower aja gagal mulu loh !. @MichelAdam9191 https://t.co/u07Z9qiluI;0;1;0;1;in;1,63E+18;1,66E+18;PutraPe24992947;https://twitter.com/PutraPe24992947/status/1696289949933334966;0
Mon Aug 28 22:33:21 +0000 2023;1,70E+18;@SahLeoSin @aniesbaswedan  @NasDem  Hebat eui wowkwowk;0;0;0;0;in;1,43E+18;1,70E+18;SariPadmasari;https://twitter.com/SariPadmasari/status/1696289898276299035;1
Mon Aug 28 22:33:06 +0000 2023;1,70E+18;@xaveroz85325 @Uki23 @aniesbaswedan Eh tolol...soal omongan si Yaman..itu sudah kerjaan level atas alias level kebijakan...itu si bapak nanyain yg level yg dia negeri .yg masyarakat banyak ngerti .nah jawaban junjungan elo ketinggian...makanya gak nyambung..????;0;0;0;0;in;170177558;1,70E+18;handrisontea;https://twitter.com/handrisontea/status/1696289832937345258;1
Mon Aug 28 22:32:50 +0000 2023;1,70E+18;"@BosPurwa @Uki23 @aniesbaswedan @psi_id Nah, benar kan dugaan saya? Yg ngaku berpendidikan luar negri ternyata doyan potong video terus bikin narasi ngawur dgn gunakan potongan video tsb sbg bukti""""";0;0;0;0;in;180112404;1,70E+18;irhamnapermana;https://twitter.com/irhamnapermana/status/1696289764989694256;1
